title,platform,Score,release_year
NFL GameDay 2003,PlayStation 2,7,2002
NFL QB Club 2002,GameCube,5,2002
NHL 2002,Game Boy Advance,8,2002
NHL 2003,PlayStation 2,9,2002
NHL 2003,PC,9,2002
NHL 2003,Xbox,9,2002
NHL 2003,GameCube,9,2002
NHL 2K2,Dreamcast,9,2002
NHL 2K3,PlayStation 2,9,2002
NHL 2K3,GameCube,9,2002
NHL 2K3,Xbox,9,2002
NHL FaceOff 2003,PlayStation 2,5,2002
NHL Hitz 20-03,PlayStation 2,8,2002
NHL Hitz 20-03,Xbox,8,2002
NHL Hitz 20-03,GameCube,8,2002
NHL Hitz 20-03,Game Boy Advance,7,2002
Nickelodeon Party Blast,Xbox,1,2002
Nicktoons Racing,Game Boy Advance,8,2002
Nightcaster II: Equinox,Xbox,4,2002
Ninja Assault,PlayStation 2,5,2002
No One Lives Forever,Macintosh,9,2002
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,9,2002
O.R.B.,PC,7,2002
Oni,Macintosh,8,2002
Onimusha 2: Samurai's Destiny,PlayStation 2,9,2002
Operation Blockade,PC,4,2002
Operation Flashpoint: Resistance,PC,8,2002
Original War,PC,5,2002
OttoMatic,PC,7,2002
OttoMatic,Macintosh,7,2002
Outlaw Golf,Xbox,7,2002
Outlaw Golf,GameCube,7,2002
Pac-Man All-Stars,PC,6,2002
Pac-Man Fever,PlayStation 2,5,2002
Pac-Man Fever,GameCube,5,2002
Pac-Man World 2,PlayStation 2,8,2002
Pac-Man World 2,GameCube,7,2002
Pac-Man World 2,Xbox,7,2002
Parappa The Rapper 2,PlayStation 2,7,2002
Peter Pan in Disney's Return to Never Land,PlayStation,5,2002
Peter Pan in Disney's Return to Never Land,Game Boy Advance,5,2002
Phantasy Star Online Episode I & II,GameCube,9,2002
Phantom Crash,Xbox,8,2002
Pinball-e,Game Boy Advance,5,2002
Pirates: The Legend of Black Kat,PlayStation 2,7,2002
Pirates: The Legend of Black Kat,Xbox,6,2002
PK: Out of the Shadows,PlayStation 2,4,2002
Platoon: The 1st Airborne Cavalry Division in Vietnam,PC,6,2002
Power Rangers: Wild Force,Game Boy Advance,6,2002
Prehistorik Man,Game Boy Advance,6,2002
Prince of Qin,PC,7,2002
Prisoner of War,Xbox,7,2002
Prisoner of War,PC,7,2002
Pro Race Driver,PlayStation 2,9,2002
Pro Rally 2002,PlayStation 2,6,2002
Project Nomads,PC,6,2002
Pryzm: Chapter One: The Dark Unicorn,PlayStation 2,7,2002
Pulse Racer,Xbox,2,2002
Punch King,Game Boy Advance,6,2002
Puyo Pop,Game Boy Advance,9,2002
Quake II,Macintosh,8,2002
Quake III: Arena,Macintosh,9,2002
Quantum Redshift,Xbox,6,2002
RAD: Robot Alchemic Drive,PlayStation 2,7,2002
RalliSport Challenge,Xbox,9,2002
Rallisport Challenge,PC,8,2002
Rally Fusion: Race of Champions,PlayStation 2,8,2002
Rally Fusion: Race of Champions,Xbox,8,2002
Rally Trophy,PC,8,2002
Ratchet & Clank [2002],PlayStation 2,9,2002
Rayman Arena,GameCube,5,2002
Rayman Arena,Xbox,4,2002
Real Pool 2,PC,3,2002
Real War: Rogue States,PC,7,2002
Red Faction II,PlayStation 2,9,2002
RedCard 20-03,PlayStation 2,7,2002
RedCard 20-03,GameCube,7,2002
RedCard 20-03,Xbox,6,2002
Reign of Fire,Xbox,6,2002
Reign of Fire,PlayStation 2,6,2002
Reign of Fire,GameCube,6,2002
Resident Evil [2002],GameCube,9,2002
Resident Evil Gaiden,Game Boy Color,4,2002
Resident Evil Zero [2002],GameCube,8,2002
Rez,PlayStation 2,9,2002
Riding Spirits,PlayStation 2,6,2002
Ripping Friends,Game Boy Advance,3,2002
Risk II,Macintosh,9,2002
Robin Hood: The Legend of Sherwood,PC,8,2002
Robopon 2: Ring Version,Game Boy Advance,7,2002
Robotech: Battlecry,Xbox,8,2002
Robotech: Battlecry,PlayStation 2,8,2002
Robotech: Battlecry,GameCube,8,2002
Robotech: The Macross Saga,Game Boy Advance,5,2002
Rock Manager,PC,5,2002
Rocket Power: Beach Bandits,GameCube,5,2002
Rocky,Xbox,9,2002
Rocky,GameCube,9,2002
Rocky,PlayStation 2,8,2002
RollerCoaster Tycoon 2,PC,8,2002
Romance of the Three Kingdoms VII,PlayStation 2,9,2002
Run Like Hell [2002],PlayStation 2,7,2002
Rygar: The Legendary Adventure,PlayStation 2,8,2002
Sabrina the Teenage Witch: Potion Commotion,Game Boy Advance,6,2002
Salt Lake 2002,Game Boy Advance,5,2002
Salt Lake 2002,PlayStation 2,2,2002
Salt Lake 2002,PC,2,2002
Savage Skies,PlayStation 2,4,2002
Scooby-Doo! Night of 100 Frights,PlayStation 2,7,2002
Scooby-Doo! Night of 100 Frights,GameCube,6,2002
SeaBlade,Xbox,6,2002
SEGA Bass Fishing Duel,PlayStation 2,7,2002
SEGA GT 2002,Xbox,9,2002
SEGA Smash Pack,Game Boy Advance,6,2002
SEGA Soccer Slam,GameCube,8,2002
SEGA Soccer Slam,Xbox,8,2002
SEGA Soccer Slam,PlayStation 2,6,2002
SEGA Sports Tennis,PlayStation 2,9,2002
Serious Sam,Xbox,8,2002
Serious Sam: The Second Encounter,PC,9,2002
Shadow Man: 2econd Coming,PlayStation 2,8,2002
Shadow of Destiny,PC,9,2002
ShadowFlare,PC,7,2002
Shenmue II,Xbox,8,2002
Shifters,PlayStation 2,4,2002
Shinobi [2002],PlayStation 2,8,2002
Shox,PlayStation 2,8,2002
Shrek Extra Large,GameCube,3,2002
Shrek Super Party,PlayStation 2,3,2002
Shrek Super Party,Xbox,3,2002
Shrek Swamp Kart Speedway,Game Boy Advance,3,2002
Shrek: Hassle at the Castle,Game Boy Advance,7,2002
Sid Meier's Civilization III,Macintosh,9,2002
Sid Meier's Civilization III: Play the World,PC,8,2002
Silent Hill 2,PC,8,2002
Silent Hill 2: Restless Dreams,Xbox,8,2002
Silent Scope,Game Boy Advance,7,2002
Silent Scope 3,PlayStation 2,4,2002
SimGolf,PC,9,2002
Sky Gunner,PlayStation 2,8,2002
Sled Storm,PlayStation 2,9,2002
Sly Cooper and the Thievius Raccoonus,PlayStation 2,9,2002
Smash Court Tennis Pro Tournament,PlayStation 2,8,2002
Smashing Drive,GameCube,3,2002
Smashing Drive,Xbox,3,2002
Smuggler's Run: Warzones,GameCube,8,2002
Sneakers,Xbox,2,2002
Sniper: Path of Vengeance,PC,4,2002
Soccer Kid,Game Boy Advance,7,2002
SOCOM: U.S. Navy SEALs,PlayStation 2,8,2002
Soldier of Fortune II: Double Helix,PC,9,2002
Soldier of Fortune II: Double Helix,Macintosh,9,2002
Soldiers of Anarchy,PC,8,2002
Sonic Advance,Game Boy Advance,9,2002
Sonic Adventure 2: Battle,GameCube,7,2002
Sonic Mega Collection,GameCube,8,2002
Space HoRSE,PC,6,2002
Space Invaders,Game Boy Advance,8,2002
Spider-Man: The Movie,Game Boy Advance,9,2002
Spider-Man: The Movie,PC,8,2002
Spider-Man: The Movie,Xbox,8,2002
Spider-Man: The Movie,GameCube,8,2002
Spider-Man: The Movie,PlayStation 2,8,2002
Splashdown,Xbox,7,2002
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,4,2002
Spring Break,PC,8,2002
SpyHunter,GameCube,7,2002
SpyHunter,Xbox,7,2002
SpyHunter,Game Boy Advance,7,2002
Spyro the Dragon: Season of Flame,Game Boy Advance,9,2002
Spyro: Enter The Dragonfly,PlayStation 2,6,2002
Spyro: Enter the Dragonfly,GameCube,6,2002
SSX Tricky,Game Boy Advance,7,2002
Star Fox Adventures,GameCube,9,2002
Star Trek: Bridge Commander,PC,9,2002
Star Trek: Starfleet Command III,PC,8,2002
Star Trek: Voyager: Elite Force,Macintosh,9,2002
Star Wars Bounty Hunter,PlayStation 2,8,2002
Star Wars Bounty Hunter,GameCube,8,2002
Star Wars Galactic Battlegrounds: The Clone Campaigns,PC,8,2002
Star Wars Jedi Knight II: Jedi Outcast,PC,9,2002
Star Wars Jedi Knight II: Jedi Outcast,Xbox,9,2002
Star Wars Jedi Knight II: Jedi Outcast,Macintosh,9,2002
Star Wars Jedi Knight II: Jedi Outcast,GameCube,7,2002
Star Wars Jedi Starfighter,PlayStation 2,9,2002
Star Wars Jedi Starfighter,Xbox,8,2002
Star Wars Racer Revenge,PlayStation 2,8,2002
Star Wars Starfighter,PC,8,2002
Star Wars: Episode II Attack of the Clones,Game Boy Advance,7,2002
Star Wars: Jedi Power Battles,Game Boy Advance,4,2002
Star Wars: Obi-Wan,Xbox,6,2002
Star Wars: The Clone Wars,GameCube,8,2002
Star Wars: The Clone Wars,PlayStation 2,8,2002
Star X,Game Boy Advance,5,2002
StarCraft: Brood War,Macintosh,8,2002
State of Emergency,PlayStation 2,8,2002
Stitch: Experiment 626,PlayStation 2,6,2002
Street Fighter Alpha 3,Game Boy Advance,9,2002
Street Hoops,Xbox,7,2002
Street Hoops,PlayStation 2,7,2002
Street Hoops,GameCube,7,2002
Stronghold,Macintosh,9,2002
Stronghold Crusader,PC,8,2002
Stuart Little 2,PlayStation,7,2002
Stuart Little 2,Game Boy Advance,5,2002
Stuntman,PlayStation 2,9,2002
Sub Rebellion,PlayStation 2,7,2002
Sudden Strike II,PC,8,2002
Suikoden III,PlayStation 2,9,2002
Summoner 2,PlayStation 2,8,2002
Super Bust-A-Move 2,PlayStation 2,7,2002
Super Ghouls 'N Ghosts,Game Boy Advance,9,2002
Super Mario Advance 2: Super Mario World,Game Boy Advance,9,2002
Super Mario Advance 3: Yoshi's Island,Game Boy Advance,9,2002
Super Mario Sunshine,GameCube,9,2002
Super Monkey Ball 2,GameCube,9,2002
Super Monkey Ball Jr.,Game Boy Advance,9,2002
Superman: Shadow of Apokolips,PlayStation 2,7,2002
Superman: The Man of Steel,Xbox,5,2002
Swingerz Golf,GameCube,7,2002
Syberia,PC,7,2002
Tac Ops: Assault on Terror,PC,6,2002
Tactics Ogre: The Knight of Lodis,Game Boy Advance,9,2002
Tarzan: Return to the Jungle,Game Boy Advance,7,2002
Taz: Wanted,PlayStation 2,7,2002
Taz: Wanted,Xbox,7,2002
Taz: Wanted,PC,6,2002
Taz: Wanted,GameCube,6,2002
Tekken 4,PlayStation 2,9,2002
Tekken Advance,Game Boy Advance,9,2002
Tennis-e,Game Boy Advance,6,2002
Terminator: Dawn of Fate,PlayStation 2,6,2002
Terminator: Dawn of Fate,Xbox,5,2002
Test Drive,PlayStation 2,8,2002
Test Drive,Xbox,7,2002
Tetris Worlds,PC,6,2002
Tetris Worlds,GameCube,5,2002
Tetris Worlds,Xbox,5,2002
Tetris Worlds,PlayStation 2,4,2002
"The Adventures of Jimmy Neutron, Boy Genius: Jimmy Neutron vs. Jimmy Negatron",Game Boy Advance,6,2002
The Chessmaster 9000,PC,8,2002
The Elder Scrolls III: Morrowind,PC,9,2002
The Elder Scrolls III: Morrowind,Xbox,9,2002
The Elder Scrolls III: Tribunal,PC,9,2002
The Feeble Files,Macintosh,6,2002
The Flintstones: Big Trouble in Bedrock,Game Boy Advance,4,2002
The House of the Dead III,Xbox,8,2002
The Italian Job,PlayStation,8,2002
The Italian Job,PC,6,2002
The King of Fighters 2000,PlayStation 2,7,2002
The King of Fighters EX: Neoblood,Game Boy Advance,8,2002
The Land Before Time,Game Boy Advance,6,2002
The Legend of Zelda: A Link to the Past w/ the Four Swords,Game Boy Advance,10,2002
The Lord of the Rings: The Fellowship of the Ring,PlayStation 2,8,2002
The Lord of the Rings: The Fellowship of the Ring,Xbox,7,2002
The Lord of the Rings: The Fellowship of the Ring,PC,7,2002
The Lord of the Rings: The Fellowship of the Ring,Game Boy Advance,6,2002
The Lord of the Rings: The Two Towers,PlayStation 2,8,2002
The Lord of the Rings: The Two Towers,Game Boy Advance,8,2002
The Mark of Kri,PlayStation 2,9,2002
The Operative: No One Lives Forever,PlayStation 2,7,2002
The Partners,PC,6,2002
The Pinball of the Dead,Game Boy Advance,8,2002
The Powerpuff Girls: Him and Seek,Game Boy Advance,8,2002
The Powerpuff Girls: Mojo Jojo A-Go-Go!,Game Boy Advance,7,2002
The Powerpuff Girls: Relish Rampage,PlayStation 2,4,2002
The Scorpion King: Rise of the Akkadian,GameCube,6,2002
The Scorpion King: Rise of the Akkadian,PlayStation 2,6,2002
The Scorpion King: Sword of Osiris,Game Boy Advance,8,2002
The Simpsons Road Rage,GameCube,6,2002
The Simpsons Skateboarding,PlayStation 2,3,2002
The Sims (Deluxe Edition),PC,10,2002
The Sims: Unleashed,PC,7,2002
The Sims: Vacation,PC,8,2002
The Sum of All Fears,PC,9,2002
The Thing,PC,9,2002
The Thing,Xbox,8,2002
The Thing,PlayStation 2,8,2002
The Three Stooges,Game Boy Advance,6,2002
Tiger Woods PGA Tour 2002,PC,8,2002
Tiger Woods PGA Tour 2002,PlayStation 2,8,2002
Tiger Woods PGA Tour 2003,PlayStation 2,9,2002
Tiger Woods PGA Tour 2003,Xbox,9,2002
Tiger Woods PGA Tour 2003,GameCube,9,2002
Tiger Woods PGA Tour 2003,PC,9,2002
Tiger Woods PGA Tour Golf,Game Boy Advance,6,2002
TimeSplitters 2,GameCube,9,2002
TimeSplitters 2,Xbox,9,2002
TimeSplitters 2,PlayStation 2,9,2002
Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,2,2002
Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,5,2002
ToeJam & Earl III: Mission to Earth,Xbox,6,2002
Tom and Jerry in War of the Whiskers,PlayStation 2,6,2002
Tom and Jerry: The Magic Ring,Game Boy Advance,6,2002
Tom Clancy's Ghost Recon,Xbox,9,2002
Tom Clancy's Ghost Recon,PlayStation 2,4,2002
Tom Clancy's Ghost Recon: Desert Siege,PC,9,2002
Tom Clancy's Ghost Recon: Island Thunder,PC,8,2002
Tom Clancy's Rainbow Six: Rogue Spear,Game Boy Advance,8,2002
Tom Clancy's Splinter Cell,Xbox,10,2002
Tony Hawk's Pro Skater 3,Game Boy Advance,10,2002
Tony Hawk's Pro Skater 3,Xbox,10,2002
Tony Hawk's Pro Skater 3,PC,9,2002
Tony Hawk's Pro Skater 4,Game Boy Advance,9,2002
Tony Hawk's Pro Skater 4,Xbox,9,2002
Tony Hawk's Pro Skater 4,GameCube,9,2002
Tony Hawk's Pro Skater 4,PlayStation 2,9,2002
Tony Tough and the Night of the Roasted Moths,PC,5,2002
Top Angler: Real Bass Fishing,PlayStation 2,4,2002
Top Gun: Combat Zones,GameCube,5,2002
Total Immersion Racing,PlayStation 2,6,2002
Total Immersion Racing,Xbox,6,2002
Totaled!,Xbox,6,2002
Toxic Grind,Xbox,5,2002
Trainz,PC,8,2002
TransWorld Snowboarding,Xbox,7,2002
TransWorld Surf,PlayStation 2,8,2002
Treasure Planet,PC,9,2002
Treasure Planet,PlayStation,4,2002
Treasure Planet,PlayStation 2,4,2002
Trevor Chan's Capitalism II,PC,9,2002
Tribes: Aerial Assault,PlayStation 2,7,2002
Triple Play 2002,PlayStation 2,6,2002
Triple Play 2002,Xbox,4,2002
Tropico: Paradise Island,PC,9,2002
Tsunami 2265,PC,3,2002
Turbo Turtle Adventure,Game Boy Advance,8,2002
Turok: Evolution,Game Boy Advance,8,2002
Turok: Evolution,Xbox,7,2002
Turok: Evolution,GameCube,7,2002
Turok: Evolution,PlayStation 2,6,2002
Ty the Tasmanian Tiger,PlayStation 2,8,2002
Ty the Tasmanian Tiger,Xbox,8,2002
Ty the Tasmanian Tiger,GameCube,7,2002
U.S. Open 2002,PC,6,2002
UFC: Tapout,Xbox,8,2002
UFC: Throwdown,PlayStation 2,7,2002
UFC: Throwdown,GameCube,7,2002
Ultimate Ride Coaster Deluxe,PC,8,2002
Ultimate Ride Disney Coaster,PC,8,2002
Uncommon Valor: Campaign for the South Pacific,PC,8,2002
Universal Studios Theme Park Adventure,GameCube,3,2002
Unreal Championship,Xbox,9,2002
Unreal Tournament [1999],Macintosh,10,2002
Unreal Tournament 2003,PC,9,2002
Urban Champion-e,Game Boy Advance,5,2002
Urban Yeti,Game Boy Advance,7,2002
V-Rally 3,PlayStation 2,9,2002
V-Rally 3,Game Boy Advance,8,2002
Virtua Fighter 4,PlayStation 2,9,2002
Virtua Striker 2002,GameCube,5,2002
Virtua Tennis,Game Boy Advance,9,2002
Virtual Kasparov,Game Boy Advance,7,2002
Warcraft III: Reign of Chaos,PC,9,2002
Warcraft III: Reign of Chaos,Macintosh,9,2002
Warlords Battlecry II,PC,9,2002
Warrior Kings,PC,8,2002
Way of the Samurai,PlayStation 2,8,2002
Whacked!,Xbox,7,2002
Whirl Tour,GameCube,5,2002
Whirl Tour,PlayStation 2,5,2002
Whiteout,PlayStation 2,6,2002
Wild ARMs 3,PlayStation 2,8,2002
WipEout Fusion,PlayStation 2,9,2002
Wolfenstein 3-D,Game Boy Advance,5,2002
World of Outlaws: Sprint Cars 2002,PlayStation 2,7,2002
World Series Baseball [2002],Xbox,9,2002
World Tour Soccer 2002,PlayStation 2,8,2002
World War II Panzer Claws,PC,7,2002
Worms Blast,PC,6,2002
Worms Blast,GameCube,6,2002
WRC: World Rally Championship,PlayStation 2,9,2002
Wreckless: The Yakuza Missions,Xbox,9,2002
Wreckless: The Yakuza Missions,PlayStation 2,7,2002
Wreckless: The Yakuza Missions,GameCube,7,2002
WTA Tour Tennis,Game Boy Advance,6,2002
WTA Tour Tennis,PlayStation 2,5,2002
WTA Tour Tennis,Xbox,4,2002
WWE Road to WrestleMania X8,Game Boy Advance,7,2002
WWE SmackDown! Shut Your Mouth,PlayStation 2,8,2002
WWE WrestleMania X8,GameCube,7,2002
WWF Raw [2002],Xbox,9,2002
WWF Road to Wrestlemania,Game Boy Advance,3,2002
X-Men: Next Dimension,PlayStation 2,7,2002
X-Men: Next Dimension,Xbox,7,2002
X-Men: Next Dimension,GameCube,7,2002
xXx,Game Boy Advance,6,2002
Yu-Gi-Oh! The Eternal Duelist Soul,Game Boy Advance,8,2002
Zapper: One Wicked Cricket,Game Boy Advance,7,2002
Zapper: One Wicked Cricket,PlayStation 2,6,2002
Zapper: One Wicked Cricket,Xbox,4,2002
Zone of the Enders: The Fist of Mars,Game Boy Advance,6,2002
Zoo Tycoon: Dinosaur Digs,PC,7,2002
ZooCube,GameCube,8,2002
ZooCube,Game Boy Advance,5,2002
ZooCube,Game Boy Advance,5,2002
.hack//INFECTION (Part 1),PlayStation 2,9,2003
.hack//MUTATION (Part 2),PlayStation 2,8,2003
.hack//OUTBREAK (Part 3),PlayStation 2,8,2003
1080° Avalanche,GameCube,7,2003
1503 A.D. The New World,PC,7,2003
A Tale in the Desert,PC,9,2003
Activision Anthology,Game Boy Advance,9,2003
Adios Amoebas,Wireless,6,2003
Advance Wars 2: Black Hole Rising,Game Boy Advance,9,2003
Aero Elite: Combat Academy,PlayStation 2,7,2003
Age of Mythology: The Titans,PC,9,2003
Age of Wonders: Shadow Magic,PC,9,2003
Air Raid: This is Not a Drill,PC,2,2003
Airport Tycoon 2,PC,3,2003
Aliens vs. Predator: Extinction,Xbox,6,2003
Aliens vs. Predator: Extinction,PlayStation 2,6,2003
Aliens: Unleashed,Wireless,7,2003
All-Star Baseball 2004,Game Boy Advance,8,2003
All-Star Baseball 2004,PlayStation 2,8,2003
All-Star Baseball 2004,GameCube,8,2003
All-Star Baseball 2004,Xbox,8,2003
Alpha Wing,Wireless,9,2003
Alter Echo,PlayStation 2,7,2003
Alter Echo,Xbox,7,2003
American Conquest,PC,8,2003
American Conquest: Fight Back,PC,8,2003
American Idol,PlayStation 2,4,2003
Amped 2,Xbox,9,2003
Amplitude [2003],PlayStation 2,9,2003
Amplitude: P.O.D. Special Edition,PlayStation 2,7,2003
Anarchy Online: Shadowlands,PC,9,2003
Ape Escape 2,PlayStation 2,9,2003
APEX,Xbox,8,2003
Aquaman: Battle for Atlantis,GameCube,3,2003
AquaNox 2: Revelation,PC,6,2003
Arc the Lad: Twilight of the Spirits,PlayStation 2,8,2003
Armed & Dangerous,PC,8,2003
Armed & Dangerous,Xbox,8,2003
Army Men: Air Combat 'The Elite Missions',GameCube,4,2003
ATV Quad Power Racing 2,GameCube,7,2003
ATV Quad Power Racing 2,PlayStation 2,7,2003
ATV Quad Power Racing 2,Xbox,7,2003
Auto Modellista,PlayStation 2,7,2003
Auto Modellista,GameCube,6,2003
Backyard Basketball,PlayStation 2,7,2003
Backyard Hockey,Game Boy Advance,6,2003
Backyard Wrestling: Don't Try This At Home,Xbox,7,2003
Backyard Wrestling: Don't Try This at Home,PlayStation 2,7,2003
Baku Baku,Wireless,8,2003
Bandits: Phoenix Rising,PC,7,2003
Banjo-Kazooie: Grunty's Revenge,Game Boy Advance,8,2003
Barbie Horse Adventures: Wild Horse Rescue,Xbox,4,2003
Barbie Horse Adventures: Wild Horse Rescue,PlayStation 2,4,2003
Barnyard Bouncin',Wireless,6,2003
Baseball Mogul 2004,PC,8,2003
Batman: Dark Tomorrow,GameCube,4,2003
Batman: Rise of Sin Tzu,PlayStation 2,7,2003
Batman: Rise of Sin Tzu,Xbox,7,2003
Batman: Rise of Sin Tzu,GameCube,7,2003
Batman: Rise of Sin Tzu,Game Boy Advance,6,2003
Battle Engine Aquila,PlayStation 2,8,2003
Battle Engine Aquila,Xbox,8,2003
Battle Engine Aquila,PC,7,2003
BattleBots: Beyond the BattleBox,Game Boy Advance,5,2003
Battlefield 1942: Secret Weapons of World War II,PC,9,2003
Battlefield 1942: The Road to Rome,PC,9,2003
Battlestar Galactica [2003],PlayStation 2,7,2003
Battlestar Galactica [2003],Xbox,7,2003
Beyblade VForce: Super Tournament Battle,GameCube,3,2003
Beyond Good & Evil,GameCube,9,2003
Beyond Good & Evil,PC,9,2003
Beyond Good & Evil,PlayStation 2,9,2003
Beyond Good & Evil,Xbox,9,2003
Big Mutha Truckers,PlayStation 2,6,2003
Big Mutha Truckers,Xbox,6,2003
Big Mutha Truckers,GameCube,6,2003
Big Mutha Truckers,PC,5,2003
Big Scale Racing,PC,7,2003
Billy Hatcher and the Giant Egg,GameCube,8,2003
Bionicle: Matoran Adventures,Game Boy Advance,3,2003
Bionicle: The Game,GameCube,4,2003
Bionicle: The Game,PlayStation 2,4,2003
Black & Bruised,PlayStation 2,6,2003
Black & Bruised,GameCube,6,2003
Black & White (Platinum Pack),Macintosh,10,2003
Blackstone: Magic and Steel,Xbox,5,2003
Blackthorne,Game Boy Advance,8,2003
Blitzkrieg,PC,8,2003
Blood Omen 2: Legacy of Kain,GameCube,7,2003
BloodRayne,PC,7,2003
Bloody Roar Extreme,Xbox,7,2003
BlowOut,Xbox,7,2003
BlowOut,PlayStation 2,7,2003
Boktai,Game Boy Advance,9,2003
Bombastic,PlayStation 2,9,2003
Break the Eggs,Wireless,7,2003
Breakout,Wireless,7,2003
Breath of Fire: Dragon Quarter,PlayStation 2,8,2003
Broken Sword: The Sleeping Dragon,PC,8,2003
Bruce Lee: Return of the Legend,Game Boy Advance,8,2003
Brute Force,Xbox,8,2003
Buffy the Vampire Slayer: Chaos Bleeds,PlayStation 2,8,2003
Buffy the Vampire Slayer: Chaos Bleeds,Xbox,8,2003
Buffy the Vampire Slayer: Chaos Bleeds,GameCube,8,2003
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,4,2003
Burnout 2: Point of Impact,GameCube,9,2003
Burnout 2: Point of Impact -- Developer's Cut,Xbox,9,2003
Butt-Ugly Martians: B.K.M. Battles,Game Boy Advance,6,2003
Butt-Ugly Martians: Zoom or Doom,GameCube,4,2003
Butt-Ugly Martians: Zoom or Doom,PlayStation 2,4,2003
Cabela's Dangerous Hunts,PlayStation 2,7,2003
Cabela's Deer Hunt: 2004 Season,PlayStation 2,7,2003
Cali Surf,Wireless,8,2003
Call of Duty,PC,9,2003
Capcom vs. SNK 2 EO,Xbox,9,2003
Cartel Wars,Wireless,8,2003
Cartoon Network Speedway,Game Boy Advance,3,2003
Casino Inc.,PC,8,2003
Castles & Catapults,PC,2,2003
Castlevania: Aria of Sorrow,Game Boy Advance,9,2003
Castlevania: Lament of Innocence,PlayStation 2,9,2003
Centipede,Wireless,2,2003
Chameleon: Mysterious Journey II,PC,7,2003
Chaos Legion,PlayStation 2,7,2003
Chariots of War,PC,5,2003
Charisma Lee,Wireless,6,2003
Charlie's Angels,GameCube,4,2003
Chaser,PC,8,2003
Chessmaster,PlayStation 2,9,2003
Chrome,PC,8,2003
Cima: The Enemy,Game Boy Advance,6,2003
Clock Tower 3,PlayStation 2,8,2003
Clu Clu Land-e,Game Boy Advance,5,2003
Cold Zero,PC,7,2003
Colin McRae Rally 3,Xbox,9,2003
Colin McRae Rally 3,PlayStation 2,9,2003
Combat Jet Attack,Wireless,2,2003
Combat Mission: Beyond Overlord (Special Edition),PC,9,2003
Command & Conquer Generals,PC,9,2003
Command & Conquer Generals Zero Hour,PC,9,2003
Commandos 3: Destination Berlin,PC,9,2003
Conflict: Desert Storm,GameCube,8,2003
Conflict: Desert Storm II: Back to Baghdad,Xbox,8,2003
Conflict: Desert Storm II: Back to Baghdad,PlayStation 2,8,2003
Conflict: Desert Storm II: Back to Baghdad,PC,8,2003
Contract J.A.C.K.,PC,6,2003
Counter-Strike,Xbox,8,2003
Crash Bandicoot 2: N-tranced,Game Boy Advance,9,2003
Crash Nitro Kart,Game Boy Advance,8,2003
Crash Nitro Kart,PlayStation 2,7,2003
Crash Nitro Kart,Xbox,7,2003
Crash Nitro Kart,GameCube,7,2003
Crazy Racer,Wireless,5,2003
Crazy Taxi: Catch a Ride,Game Boy Advance,7,2003
Crimson Sea,Xbox,8,2003
Crimson Skies: High Road to Revenge,Xbox,9,2003
"Crouching Tiger, Hidden Dragon",Game Boy Advance,6,2003
"Crouching Tiger, Hidden Dragon",PlayStation 2,5,2003
CSI: Crime Scene Investigation,PC,8,2003
CTU: Marine Sharpshooter,PC,4,2003
Culdcept,PlayStation 2,9,2003
Curse: The Eye of Isis,PC,8,2003
